Number of all enter event candidates: 8891
candidates per time window:
tw 0: 1, average value: 5.0
tw 759: 13, average value: 2.4615384615384617
tw 760: 12, average value: 2.3333333333333335
tw 761: 13, average value: 2.3846153846153846
tw 762: 7, average value: 2.857142857142857
tw 763: 7, average value: 1.1428571428571428
tw 764: 14, average value: 3.0714285714285716
tw 765: 13, average value: 3.5384615384615383
tw 766: 11, average value: 3.4545454545454546
tw 767: 14, average value: 2.142857142857143
tw 768: 13, average value: 3.230769230769231
tw 769: 9, average value: 2.6666666666666665
tw 770: 5, average value: 1.6
tw 771: 8, average value: 2.75
tw 772: 15, average value: 3.3333333333333335
tw 773: 13, average value: 3.0
tw 774: 11, average value: 4.818181818181818
tw 775: 13, average value: 2.923076923076923
tw 776: 13, average value: 3.0
tw 777: 10, average value: 2.0
tw 778: 10, average value: 3.1
tw 779: 9, average value: 3.3333333333333335
tw 780: 9, average value: 2.4444444444444446
tw 781: 12, average value: 2.6666666666666665
tw 782: 7, average value: 2.2857142857142856
tw 783: 8, average value: 2.25
tw 784: 7, average value: 1.2857142857142858
tw 785: 14, average value: 3.357142857142857
tw 786: 13, average value: 2.8461538461538463
tw 787: 11, average value: 3.8181818181818183
tw 788: 11, average value: 2.272727272727273
tw 789: 12, average value: 3.0
tw 790: 7, average value: 2.5714285714285716
tw 791: 6, average value: 2.8333333333333335
tw 792: 13, average value: 3.076923076923077
tw 793: 14, average value: 3.0
tw 794: 15, average value: 2.8
tw 795: 13, average value: 3.1538461538461537
tw 796: 12, average value: 3.5
tw 797: 10, average value: 3.3
tw 798: 8, average value: 4.25
tw 799: 13, average value: 3.076923076923077
tw 800: 14, average value: 5.0
tw 801: 11, average value: 4.0
tw 802: 15, average value: 4.066666666666666
tw 803: 10, average value: 4.4
tw 804: 10, average value: 1.9
tw 805: 7, average value: 2.857142857142857
tw 806: 16, average value: 2.9375
tw 807: 9, average value: 2.6666666666666665
tw 808: 11, average value: 2.4545454545454546
tw 809: 9, average value: 2.7777777777777777
tw 810: 5, average value: 3.2
tw 811: 9, average value: 1.8888888888888888
tw 812: 3, average value: 2.0
tw 813: 7, average value: 3.0
tw 814: 7, average value: 3.7142857142857144
tw 815: 11, average value: 4.0
tw 816: 12, average value: 2.75
tw 817: 11, average value: 3.3636363636363638
tw 818: 7, average value: 3.0
tw 819: 6, average value: 2.1666666666666665
tw 820: 6, average value: 4.166666666666667
tw 821: 9, average value: 1.7777777777777777
tw 822: 8, average value: 2.5
tw 823: 4, average value: 1.5
tw 824: 9, average value: 3.0
tw 825: 9, average value: 4.222222222222222
tw 826: 7, average value: 2.0
tw 827: 11, average value: 4.545454545454546
tw 828: 16, average value: 2.8125
tw 829: 12, average value: 3.75
tw 830: 10, average value: 3.5
tw 831: 11, average value: 3.4545454545454546
tw 832: 10, average value: 3.9
tw 833: 7, average value: 3.0
tw 834: 9, average value: 2.0
tw 835: 15, average value: 4.8
tw 836: 13, average value: 2.5384615384615383
tw 837: 13, average value: 4.615384615384615
tw 838: 14, average value: 2.642857142857143
tw 839: 11, average value: 3.090909090909091
tw 840: 10, average value: 2.3
tw 841: 15, average value: 4.2
tw 842: 11, average value: 7.363636363636363
tw 843: 16, average value: 3.8125
tw 844: 15, average value: 2.6
tw 845: 9, average value: 3.111111111111111
tw 846: 11, average value: 3.0
tw 847: 6, average value: 2.8333333333333335
tw 848: 12, average value: 2.6666666666666665
tw 849: 11, average value: 2.4545454545454546
tw 850: 8, average value: 2.75
tw 851: 10, average value: 2.9
tw 852: 7, average value: 2.142857142857143
tw 853: 4, average value: 2.75
tw 854: 4, average value: 2.0
tw 855: 6, average value: 3.0
tw 856: 9, average value: 1.3333333333333333
tw 857: 14, average value: 2.5714285714285716
tw 858: 9, average value: 1.7777777777777777
tw 859: 8, average value: 1.25
tw 860: 6, average value: 1.8333333333333333
tw 861: 2, average value: 1.5
tw 862: 8, average value: 2.875
tw 863: 8, average value: 1.875
tw 864: 7, average value: 2.7142857142857144
tw 865: 8, average value: 5.375
tw 866: 8, average value: 2.75
tw 867: 6, average value: 1.8333333333333333
tw 868: 4, average value: 3.0
tw 869: 11, average value: 3.0
tw 870: 9, average value: 2.4444444444444446
tw 871: 10, average value: 2.4
tw 872: 2, average value: 1.5
tw 873: 8, average value: 2.5
tw 874: 9, average value: 2.111111111111111
tw 875: 5, average value: 1.2
tw 876: 10, average value: 3.6
tw 877: 4, average value: 2.25
tw 878: 10, average value: 4.6
tw 879: 12, average value: 2.6666666666666665
tw 880: 10, average value: 2.4
tw 881: 6, average value: 1.8333333333333333
tw 882: 3, average value: 1.6666666666666667
tw 883: 7, average value: 2.857142857142857
tw 884: 9, average value: 2.3333333333333335
tw 885: 8, average value: 1.875
tw 886: 15, average value: 2.3333333333333335
tw 887: 9, average value: 2.2222222222222223
tw 888: 8, average value: 1.75
tw 889: 7, average value: 2.142857142857143
tw 890: 12, average value: 3.4166666666666665
tw 891: 13, average value: 4.384615384615385
tw 892: 13, average value: 4.846153846153846
tw 893: 15, average value: 3.6
tw 894: 12, average value: 4.166666666666667
tw 895: 8, average value: 2.875
tw 896: 7, average value: 2.142857142857143
tw 897: 14, average value: 3.142857142857143
tw 898: 14, average value: 4.5
tw 899: 16, average value: 3.8125
tw 900: 12, average value: 3.1666666666666665
tw 901: 16, average value: 3.5
tw 902: 9, average value: 2.2222222222222223
tw 903: 7, average value: 2.0
tw 904: 6, average value: 3.6666666666666665
tw 905: 9, average value: 4.111111111111111
tw 906: 13, average value: 3.4615384615384617
tw 907: 13, average value: 3.8461538461538463
tw 908: 13, average value: 4.076923076923077
tw 909: 10, average value: 2.8
tw 910: 7, average value: 3.142857142857143
tw 911: 15, average value: 2.7333333333333334
tw 912: 16, average value: 3.6875
tw 913: 10, average value: 3.9
tw 914: 12, average value: 4.666666666666667
tw 915: 11, average value: 4.7272727272727275
tw 916: 7, average value: 5.714285714285714
tw 917: 5, average value: 4.2
tw 918: 10, average value: 4.6
tw 919: 12, average value: 4.166666666666667
tw 920: 10, average value: 4.0
tw 921: 7, average value: 2.4285714285714284
tw 922: 6, average value: 3.0
tw 923: 2, average value: 3.0
tw 924: 2, average value: 1.5
tw 925: 1, average value: 2.0
tw 926: 3, average value: 2.6666666666666665
tw 927: 4, average value: 1.5
tw 928: 4, average value: 1.0
tw 929: 8, average value: 1.375
tw 930: 2, average value: 2.0
tw 931: 3, average value: 2.0
tw 932: 2, average value: 2.0
tw 933: 7, average value: 3.0
tw 934: 2, average value: 3.0
tw 935: 2, average value: 1.0
tw 936: 2, average value: 2.0
tw 937: 2, average value: 2.0
tw 938: 2, average value: 1.0
tw 939: 5, average value: 2.0
tw 940: 2, average value: 2.0
tw 941: 1, average value: 8.0
tw 942: 0, average value: 0
tw 943: 0, average value: 0

Number of all exit event candidates: 8917
candidates per time window:
tw 0: 0, average value: 0
tw 1: 1, average value: 5.0
tw 2: 0, average value: 0
tw 3: 1, average value: 7.0
tw 4: 4, average value: 2.25
tw 5: 3, average value: 1.3333333333333333
tw 6: 4, average value: 2.25
tw 7: 4, average value: 1.5
tw 8: 2, average value: 1.0
tw 9: 1, average value: 1.0
tw 10: 7, average value: 2.0
tw 11: 5, average value: 2.0
tw 12: 9, average value: 1.7777777777777777
tw 13: 1, average value: 1.0
tw 14: 9, average value: 2.5555555555555554
tw 15: 9, average value: 1.8888888888888888
tw 16: 3, average value: 3.0
tw 17: 10, average value: 2.0
tw 18: 2, average value: 2.5
tw 19: 5, average value: 2.6
tw 20: 8, average value: 2.0
tw 21: 4, average value: 1.75
tw 22: 5, average value: 2.0
tw 23: 9, average value: 2.5555555555555554
tw 24: 9, average value: 2.2222222222222223
tw 25: 8, average value: 1.75
tw 26: 9, average value: 1.8888888888888888
tw 27: 13, average value: 2.5384615384615383
tw 28: 9, average value: 2.6666666666666665
tw 29: 9, average value: 3.111111111111111
tw 30: 7, average value: 2.0
tw 31: 15, average value: 3.533333333333333
tw 32: 14, average value: 3.4285714285714284
tw 33: 12, average value: 2.4166666666666665
tw 34: 10, average value: 3.1
tw 35: 12, average value: 2.5833333333333335
tw 36: 10, average value: 2.4
tw 37: 6, average value: 2.3333333333333335
tw 38: 14, average value: 2.7857142857142856
tw 39: 13, average value: 3.1538461538461537
tw 40: 12, average value: 2.0833333333333335
tw 41: 16, average value: 3.4375
tw 42: 9, average value: 2.5555555555555554
tw 43: 7, average value: 4.0
tw 44: 14, average value: 2.642857142857143
tw 45: 10, average value: 4.0
tw 46: 12, average value: 3.9166666666666665
tw 47: 13, average value: 4.153846153846154
tw 48: 11, average value: 3.090909090909091
tw 49: 9, average value: 2.2222222222222223
tw 50: 5, average value: 1.4
tw 51: 11, average value: 3.0
tw 52: 13, average value: 3.076923076923077
tw 53: 17, average value: 2.5294117647058822
tw 54: 9, average value: 4.888888888888889
tw 55: 9, average value: 1.7777777777777777
tw 56: 11, average value: 2.8181818181818183
tw 57: 11, average value: 3.909090909090909
tw 58: 7, average value: 3.5714285714285716
tw 59: 12, average value: 3.1666666666666665
tw 60: 11, average value: 2.3636363636363638
tw 61: 12, average value: 4.666666666666667
tw 62: 6, average value: 2.8333333333333335
tw 63: 12, average value: 3.3333333333333335
tw 64: 12, average value: 2.6666666666666665
tw 65: 13, average value: 2.0
tw 66: 13, average value: 2.5384615384615383
tw 67: 13, average value: 3.3846153846153846
tw 68: 15, average value: 5.0
tw 69: 13, average value: 3.0
tw 70: 7, average value: 2.7142857142857144
tw 71: 6, average value: 3.0
tw 72: 8, average value: 2.0
tw 73: 8, average value: 2.0
tw 74: 12, average value: 2.5833333333333335
tw 75: 8, average value: 1.875
tw 76: 8, average value: 2.875
tw 77: 7, average value: 1.7142857142857142
tw 78: 3, average value: 2.6666666666666665
tw 79: 8, average value: 2.25
tw 80: 10, average value: 4.1
tw 81: 14, average value: 2.9285714285714284
tw 82: 15, average value: 3.6666666666666665
tw 83: 12, average value: 3.0833333333333335
tw 84: 9, average value: 2.3333333333333335
tw 85: 7, average value: 3.142857142857143
tw 86: 7, average value: 2.5714285714285716
tw 87: 9, average value: 2.3333333333333335
tw 88: 15, average value: 3.4
tw 89: 15, average value: 3.2
tw 90: 16, average value: 3.0625
tw 91: 8, average value: 1.875
tw 92: 4, average value: 2.0
tw 93: 9, average value: 3.3333333333333335
tw 94: 8, average value: 3.875
tw 95: 10, average value: 2.5
tw 96: 10, average value: 3.4
tw 97: 14, average value: 2.142857142857143
tw 98: 9, average value: 3.5555555555555554
tw 99: 7, average value: 1.7142857142857142
tw 100: 6, average value: 4.666666666666667
tw 101: 11, average value: 2.8181818181818183
tw 102: 12, average value: 2.8333333333333335
tw 103: 9, average value: 3.5555555555555554
tw 104: 10, average value: 2.4
tw 105: 7, average value: 3.4285714285714284
tw 106: 6, average value: 1.6666666666666667
tw 107: 6, average value: 1.6666666666666667
tw 108: 11, average value: 3.8181818181818183
tw 109: 10, average value: 4.7
tw 110: 14, average value: 2.5714285714285716
tw 111: 9, average value: 4.777777777777778
tw 112: 8, average value: 4.125
tw 113: 13, average value: 3.0
tw 114: 15, average value: 3.6
tw 115: 15, average value: 3.3333333333333335
tw 116: 14, average value: 5.0
tw 117: 14, average value: 3.7142857142857144
tw 118: 6, average value: 3.0
tw 119: 16, average value: 2.9375
tw 120: 8, average value: 1.75
tw 121: 13, average value: 2.6923076923076925
tw 122: 16, average value: 2.75
tw 123: 6, average value: 2.3333333333333335
tw 124: 11, average value: 3.5454545454545454
tw 125: 14, average value: 2.142857142857143
tw 126: 11, average value: 3.4545454545454546
tw 127: 5, average value: 4.0
tw 128: 7, average value: 6.142857142857143
tw 129: 6, average value: 6.5
tw 130: 13, average value: 2.230769230769231
tw 131: 13, average value: 2.4615384615384617
tw 132: 9, average value: 3.2222222222222223
tw 133: 11, average value: 2.5454545454545454
tw 134: 3, average value: 3.6666666666666665
tw 135: 10, average value: 3.3
tw 136: 9, average value: 3.7777777777777777
tw 137: 10, average value: 3.4
tw 138: 12, average value: 2.8333333333333335
tw 139: 13, average value: 3.076923076923077
tw 140: 11, average value: 2.3636363636363638
tw 141: 6, average value: 3.0
tw 142: 11, average value: 4.181818181818182
tw 143: 15, average value: 3.6
tw 144: 9, average value: 3.2222222222222223
tw 145: 11, average value: 2.4545454545454546
tw 146: 10, average value: 2.2
tw 147: 10, average value: 2.7
tw 148: 7, average value: 2.4285714285714284
tw 149: 10, average value: 3.5
tw 150: 12, average value: 3.5
tw 151: 10, average value: 3.1
tw 152: 11, average value: 2.909090909090909
tw 153: 16, average value: 2.9375
tw 154: 12, average value: 2.25
tw 155: 7, average value: 2.4285714285714284
tw 156: 8, average value: 3.0
tw 157: 11, average value: 2.6363636363636362
tw 158: 12, average value: 3.1666666666666665
tw 159: 18, average value: 4.222222222222222
tw 160: 11, average value: 3.0
tw 161: 11, average value: 2.6363636363636362
tw 162: 7, average value: 3.857142857142857
tw 163: 12, average value: 3.6666666666666665
tw 164: 13, average value: 3.923076923076923
tw 165: 13, average value: 2.3076923076923075
tw 166: 15, average value: 4.4
tw 167: 15, average value: 4.933333333333334
tw 168: 12, average value: 3.1666666666666665
tw 169: 9, average value: 1.7777777777777777
tw 170: 15, average value: 3.8666666666666667
tw 171: 12, average value: 4.583333333333333
tw 172: 16, average value: 3.5625
tw 173: 13, average value: 5.0
tw 174: 13, average value: 5.153846153846154
tw 175: 10, average value: 2.1
tw 176: 6, average value: 4.833333333333333
tw 177: 12, average value: 2.8333333333333335
tw 178: 13, average value: 2.769230769230769
tw 179: 12, average value: 2.75
tw 180: 9, average value: 2.7777777777777777
tw 181: 12, average value: 4.666666666666667
tw 182: 9, average value: 3.111111111111111
tw 183: 6, average value: 3.8333333333333335
tw 184: 10, average value: 2.4
tw 185: 10, average value: 3.4
tw 186: 12, average value: 2.5833333333333335
tw 187: 15, average value: 4.333333333333333
tw 188: 11, average value: 3.0
tw 189: 9, average value: 2.111111111111111
tw 190: 9, average value: 2.3333333333333335
tw 191: 11, average value: 3.1818181818181817
tw 192: 10, average value: 2.6
tw 193: 12, average value: 3.5
tw 194: 12, average value: 2.4166666666666665
tw 195: 10, average value: 3.1
tw 196: 7, average value: 2.142857142857143
tw 197: 3, average value: 4.333333333333333
tw 198: 10, average value: 2.6
tw 199: 10, average value: 2.9
tw 200: 9, average value: 2.4444444444444446
tw 201: 13, average value: 2.6923076923076925
tw 202: 9, average value: 3.7777777777777777
tw 203: 7, average value: 1.7142857142857142
tw 204: 3, average value: 1.3333333333333333
tw 205: 12, average value: 1.6666666666666667
tw 206: 10, average value: 2.0
tw 207: 9, average value: 3.7777777777777777
tw 208: 8, average value: 3.75
tw 209: 7, average value: 3.857142857142857
tw 210: 8, average value: 2.625
tw 211: 5, average value: 2.4
tw 212: 10, average value: 2.4
tw 213: 9, average value: 2.5555555555555554
tw 214: 4, average value: 1.5
tw 215: 4, average value: 2.25
tw 216: 9, average value: 3.111111111111111
tw 217: 6, average value: 1.3333333333333333
tw 218: 5, average value: 1.2
tw 219: 6, average value: 2.5
tw 220: 8, average value: 1.125
tw 221: 9, average value: 3.4444444444444446
tw 222: 13, average value: 2.1538461538461537
tw 223: 9, average value: 2.2222222222222223
tw 224: 5, average value: 2.2
tw 225: 5, average value: 3.4
tw 226: 5, average value: 2.2
tw 227: 9, average value: 2.0
tw 228: 4, average value: 2.25
tw 229: 4, average value: 1.25
tw 230: 5, average value: 1.6
tw 231: 9, average value: 1.4444444444444444
tw 232: 4, average value: 2.0
tw 233: 5, average value: 1.2
tw 234: 7, average value: 3.4285714285714284
tw 235: 6, average value: 1.5
tw 236: 6, average value: 3.3333333333333335
tw 237: 13, average value: 2.6923076923076925
tw 238: 8, average value: 2.5
tw 239: 3, average value: 1.6666666666666667
